Date,week_open,week_high,week_low,week_close,week_adj close,week_volume,week_smma_2,week_smma_2_1d_previous,week_smma_2_2d_previous,week_smma_2_1d_change,week_smma_2_2d_change,week_stay_up,week_stay_down,week_change_up,week_change_down,week_bars_since_change_up,week_bars_since_change_down,week_lowlow,week_lowhigh,week_highlow,week_highhigh,week_change_up_bar,week_change_down_bar,week_change_up_idx,week_change_down_idx,week_direction,week_1d_prev_lowlow,week_1d_prev_lowhigh,week_1d_prev_highlow,week_1d_prev_highhigh,week_prevlowlow,week_prevlowhigh,week_prevhighlow,week_prevhighhigh
2002-09-09,3.7278204068224885,3.785779346641318,3.6119065156749843,3.623498,3.623498,829368.0,3.67,3.72,3.73,-0.050000000000000266,-0.009999999999999787,0,1,0,0,9,3,0.0,0.0,3.489037222222222,4.3746259467391315,0,0,1,8.0,-1,0.0,0.0,3.489037222222222,4.3746259467391315,3.887783516646849,4.08715727884058,3.887783516646849,4.3746259467391315
2002-09-16,3.6698637805960685,3.785779712820513,3.43803311698612,3.5075819999999998,3.5075819999999998,2008842.0,3.59,3.67,3.72,-0.08000000000000007,-0.050000000000000266,0,1,0,0,10,4,0.0,0.0,3.489037222222222,4.3746259467391315,0,0,1,8.0,-1,0.0,0.0,3.489037222222222,4.3746259467391315,3.887783516646849,4.08715727884058,3.887783516646849,4.3746259467391315
2002-09-23,3.5539492969973887,3.6281350516795863,3.500628466057441,3.5933599999999997,3.5933599999999997,801576.0,3.59,3.59,3.67,0.0,-0.08000000000000007,0,1,0,0,11,5,0.0,0.0,3.489037222222222,4.3746259467391315,0,0,1,8.0,-1,0.0,0.0,3.489037222222222,4.3746259467391315,3.887783516646849,4.08715727884058,3.887783516646849,4.3746259467391315
2002-09-30,3.623497871306632,3.632771058437295,3.4959920289855075,3.5701769999999997,3.5701769999999997,748206.0,3.58,3.59,3.59,-0.009999999999999787,0.0,0,0,0,1,12,1,0.0,0.0,3.43803311698612,4.3746259467391315,0,1,1,13.0,-1,0.0,0.0,3.489037222222222,4.3746259467391315,3.887783516646849,4.08715727884058,3.489037222222222,4.3746259467391315
2002-10-07,3.5539494565217398,3.588723913043479,3.477445514950166,3.489037,3.489037,859308.0,3.53,3.58,3.59,-0.050000000000000266,-0.009999999999999787,0,1,0,0,13,2,0.0,0.0,3.43803311698612,4.3746259467391315,0,0,1,13.0,-1,0.0,0.0,3.43803311698612,4.3746259467391315,3.887783516646849,4.08715727884058,3.489037222222222,4.3746259467391315
2002-10-14,3.6165427206370273,3.6165427206370273,3.4588991388704318,3.4844,3.4844,745068.0,3.51,3.53,3.58,-0.020000000000000018,-0.050000000000000266,0,1,0,0,14,3,0.0,0.0,3.43803311698612,4.3746259467391315,0,0,1,13.0,-1,0.0,0.0,3.43803311698612,4.3746259467391315,3.887783516646849,4.08715727884058,3.489037222222222,4.3746259467391315
2002-10-21,3.4936730000000003,3.5307657458526878,3.461217327563249,3.482082,3.482082,1092738.0,3.5,3.51,3.53,-0.009999999999999787,-0.020000000000000018,0,1,0,0,15,4,0.0,0.0,3.43803311698612,4.3746259467391315,0,0,1,13.0,-1,0.0,0.0,3.43803311698612,4.3746259467391315,3.887783516646849,4.08715727884058,3.489037222222222,4.3746259467391315
2002-10-28,3.5122199700996677,3.553949305177112,3.3847131006711413,3.447307,3.447307,1708200.0,3.47,3.5,3.51,-0.029999999999999805,-0.009999999999999787,0,1,0,0,16,5,0.0,0.0,3.43803311698612,4.3746259467391315,0,0,1,13.0,-1,0.0,0.0,3.43803311698612,4.3746259467391315,3.887783516646849,4.08715727884058,3.489037222222222,4.3746259467391315
2002-11-04,3.477445514950166,3.5168561543579506,3.4380339234899333,3.4542620000000004,3.4542620000000004,500070.0,3.46,3.47,3.5,-0.010000000000000231,-0.029999999999999805,0,1,0,0,17,6,0.0,0.0,3.43803311698612,4.3746259467391315,0,0,1,13.0,-1,0.0,0.0,3.43803311698612,4.3746259467391315,3.887783516646849,4.08715727884058,3.489037222222222,4.3746259467391315
2002-11-11,3.495991339597316,3.7210664703476484,3.435715111111111,3.646496,3.646496,648012.0,3.55,3.46,3.47,0.08999999999999986,-0.010000000000000231,0,0,1,0,1,7,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,16,0,19,13.0,1,0.0,0.0,3.43803311698612,4.3746259467391315,0.0,0.0,3.489037222222222,4.3746259467391315
2002-11-18,3.7285234584450397,3.735981241935484,3.648981624664879,3.671354,3.671354,823020.0,3.61,3.55,3.46,0.06000000000000005,0.08999999999999986,1,0,0,0,2,8,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,0,0,19,13.0,1,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,0.0,0.0,3.489037222222222,4.3746259467391315
2002-11-25,3.7210669519999997,3.783209389853137,3.666381178451178,3.691238,3.691238,2487840.0,3.65,3.61,3.55,0.040000000000000036,0.06000000000000005,1,0,0,0,3,9,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,0,0,19,13.0,1,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,0.0,0.0,3.489037222222222,4.3746259467391315
2002-12-02,3.7235530488294315,3.765808752556237,3.621639176550784,3.698696,3.698696,5985102.0,3.68,3.65,3.61,0.03000000000000025,0.040000000000000036,1,0,0,0,4,10,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,0,0,19,13.0,1,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,0.0,0.0,3.489037222222222,4.3746259467391315
2002-12-09,3.7210668258238067,3.7409522864828517,3.646496951020408,3.653954,3.653954,1623870.0,3.66,3.68,3.65,-0.020000000000000018,0.03000000000000025,0,0,0,1,5,1,3.3847131006711413,3.553949305177112,3.3847131006711413,4.3746259467391315,0,1,19,23.0,-1,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315,0.0,0.0,3.43803311698612,4.3746259467391315
2002-12-16,3.6986953292433538,3.7707798289562287,3.624125,3.671354,3.671354,1882938.0,3.67,3.66,3.68,0.009999999999999787,-0.020000000000000018,0,0,1,0,1,2,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315,16,0,24,23.0,1,3.3847131006711413,3.553949305177112,3.3847131006711413,4.3746259467391315,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315
2002-12-23,3.765808752556237,3.765808752556237,3.6290962235855484,3.646496,3.646496,822240.0,3.66,3.67,3.66,-0.009999999999999787,0.009999999999999787,0,0,0,1,2,1,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315,0,1,24,25.0,-1,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315
2002-12-30,3.604239178082192,3.7235519232876713,3.5967821315068496,3.6415260000000003,3.6415260000000003,2081316.0,3.65,3.66,3.67,-0.010000000000000231,-0.009999999999999787,0,1,0,0,3,2,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315,0,0,24,25.0,-1,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315,3.3847131006711413,3.553949305177112,3.43803311698612,4.3746259467391315
2003-01-06,3.646496413132695,3.7459230074074075,3.604239808481532,3.691238,3.691238,2085834.0,3.67,3.65,3.66,0.020000000000000018,-0.010000000000000231,0,0,1,0,1,3,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315,26,0,27,25.0,1,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315,3.3847131006711413,3.783209389853137,3.43803311698612,4.3746259467391315
2003-01-13,3.6862682989761093,3.9969773308128542,3.6216395868673055,3.944778,3.944778,9497166.0,3.81,3.67,3.65,0.14000000000000012,0.020000000000000018,1,0,0,0,2,4,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315,0,0,27,25.0,1,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315,3.3847131006711413,3.783209389853137,3.43803311698612,4.3746259467391315
2003-01-20,3.9348354603174607,4.349945658682635,3.8577799264426127,3.919922,3.919922,51375510.0,3.86,3.81,3.67,0.04999999999999982,0.14000000000000012,1,0,0,0,3,5,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315,0,0,27,25.0,1,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315,3.3847131006711413,3.783209389853137,3.43803311698612,4.3746259467391315
2003-01-27,3.927378772845953,3.9696350812903227,3.7285231328486454,3.7608370000000004,3.7608370000000004,7740036.0,3.81,3.86,3.81,-0.04999999999999982,0.04999999999999982,0,0,0,1,4,1,3.5967821315068496,3.7235519232876713,3.8577799264426127,4.349945658682635,0,29,27,30.0,-1,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315
2003-02-03,3.7707804748387095,3.895064621073299,3.6663823411371235,3.716096,3.716096,3556722.0,3.76,3.81,3.86,-0.050000000000000266,-0.04999999999999982,0,1,0,0,5,2,3.5967821315068496,3.7235519232876713,3.8577799264426127,4.349945658682635,0,0,27,30.0,-1,3.5967821315068496,3.7235519232876713,3.8577799264426127,4.349945658682635,3.3847131006711413,3.783209389853137,3.3847131006711413,4.3746259467391315
2003-02-10,3.7235530739986427,3.7235530739986427,3.5843535434482754,3.6042389999999997,3.6042389999999997,2190798.0,3.68,3.76,3.81,-0.07999999999999963,-0.050000000000000266,0,1,0,0,6,3,3.3847131006711413,3.783209389853137,3.8577799264426127,4.349945658682635,26,0,26,30.0,-1,3.5967821315068496,3.7235519232876713,3.8577799264426127,4.349945658682635,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315
2003-02-17,3.648982221016949,3.8950639367003363,3.646496538305085,3.671354,3.671354,3432912.0,3.68,3.68,3.76,0.0,-0.07999999999999963,0,1,0,0,7,4,3.3847131006711413,3.783209389853137,3.8577799264426127,4.349945658682635,0,0,26,30.0,-1,3.3847131006711413,3.783209389853137,3.8577799264426127,4.349945658682635,3.5967821315068496,3.7235519232876713,3.3847131006711413,4.3746259467391315
2003-02-24,3.6986962938775516,3.7086390258503403,3.4998404500703235,3.634068,3.634068,3423618.0,3.66,3.68,3.68,-0.020000000000000018,0.0,0,0,0,1,8,1,3.3847131006711413,3.783209389853137,3.5843535434482754,4.349945658682635,0,29,26,34.0,-1,3.3847131006711413,3.783209389853137,3.8577799264426127,4.349945658682635,3.5967821315068496,3.7235519232876713,3.8577799264426127,4.349945658682635
2003-03-03,3.6241252694938444,3.678810287277702,3.54209757231405,3.609211,3.609211,3148776.0,3.63,3.66,3.68,-0.03000000000000025,-0.020000000000000018,0,1,0,0,9,2,3.3847131006711413,3.783209389853137,3.5843535434482754,4.349945658682635,0,0,26,34.0,-1,3.3847131006711413,3.783209389853137,3.5843535434482754,4.349945658682635,3.5967821315068496,3.7235519232876713,3.8577799264426127,4.349945658682635
2003-03-10,3.6241260795533847,3.6365544954640616,3.4376987639484975,3.4749839999999996,3.4749839999999996,2071302.0,3.55,3.63,3.66,-0.08000000000000007,-0.03000000000000025,0,1,0,0,10,3,3.3847131006711413,3.783209389853137,3.5843535434482754,4.349945658682635,0,0,26,34.0,-1,3.3847131006711413,3.783209389853137,3.5843535434482754,4.349945658682635,3.5967821315068496,3.7235519232876713,3.8577799264426127,4.349945658682635
2003-03-17,3.4973557799999995,3.5619829963503653,3.313414934462445,3.3507,3.3507,2887512.0,3.45,3.55,3.63,-0.09999999999999964,-0.08000000000000007,0,1,0,0,11,4,0.0,0.0,3.5843535434482754,4.349945658682635,18,0,18,34.0,-1,3.3847131006711413,3.783209389853137,3.5843535434482754,4.349945658682635,3.3847131006711413,3.783209389853137,3.8577799264426127,4.349945658682635
2003-03-24,3.363129296629214,3.3730720292134837,2.987790474493927,3.082247,3.082247,3384408.0,3.27,3.45,3.55,-0.18000000000000016,-0.09999999999999964,0,1,0,0,12,5,0.0,0.0,3.5843535434482754,4.349945658682635,0,0,18,34.0,-1,0.0,0.0,3.5843535434482754,4.349945658682635,3.3847131006711413,3.783209389853137,3.8577799264426127,4.349945658682635
2003-03-31,3.074790491582491,3.3059586956521736,2.8386505589225584,3.2015599999999997,3.2015599999999997,2604120.0,3.23,3.27,3.45,-0.040000000000000036,-0.18000000000000016,0,1,0,0,13,6,0.0,0.0,3.5843535434482754,4.349945658682635,0,0,18,34.0,-1,0.0,0.0,3.5843535434482754,4.349945658682635,3.3847131006711413,3.783209389853137,3.8577799264426127,4.349945658682635
2003-04-07,3.2686725871212126,3.3979289946442233,3.119531197289157,3.300986,3.300986,2525754.0,3.27,3.23,3.27,0.040000000000000036,-0.040000000000000036,0,0,1,0,1,7,2.8386505589225584,3.3059586956521736,3.5843535434482754,4.349945658682635,39,0,40,34.0,1,0.0,0.0,3.5843535434482754,4.349945658682635,0.0,0.0,3.8577799264426127,4.349945658682635
2003-04-14,3.2985003177710843,3.355671283783784,3.119531197289157,3.2239299999999997,3.2239299999999997,1706478.0,3.25,3.27,3.23,-0.020000000000000018,0.040000000000000036,0,0,0,1,2,1,2.8386505589225584,3.3059586956521736,3.119531197289157,3.3979289946442233,0,40,40,41.0,-1,2.8386505589225584,3.3059586956521736,3.5843535434482754,4.349945658682635,0.0,0.0,3.5843535434482754,4.349945658682635
2003-04-21,3.1891316833073327,3.226416932917317,2.982819704433498,3.087217,3.087217,2099094.0,3.17,3.25,3.27,-0.08000000000000007,-0.020000000000000018,0,1,0,0,3,2,2.8386505589225584,3.3059586956521736,3.119531197289157,3.3979289946442233,0,0,40,41.0,-1,2.8386505589225584,3.3059586956521736,3.119531197289157,3.3979289946442233,0.0,0.0,3.5843535434482754,4.349945658682635
2003-04-28,3.1195326171243942,3.310930165366615,3.0449615369018654,3.186646,3.186646,5398800.0,3.18,3.17,3.25,0.010000000000000231,-0.08000000000000007,0,0,1,0,1,3,2.982819704433498,3.226416932917317,3.119531197289157,3.3979289946442233,42,0,43,41.0,1,2.8386505589225584,3.3059586956521736,3.119531197289157,3.3979289946442233,2.8386505589225584,3.3059586956521736,3.5843535434482754,4.349945658682635
2003-05-05,3.298500912598425,3.310929325984252,2.5677102780049057,3.012648,3.012648,6064530.0,3.09,3.18,3.17,-0.0900000000000003,0.010000000000000231,0,0,0,1,2,1,0.0,0.0,2.982819704433498,3.3979289946442233,39,40,39,44.0,-1,2.982819704433498,3.226416932917317,3.119531197289157,3.3979289946442233,2.982819704433498,3.226416932917317,3.119531197289157,3.3979289946442233
2003-05-12,3.000219244931063,3.5545269410050984,3.000219244931063,3.412843,3.412843,10140138.0,3.25,3.09,3.18,0.16000000000000014,-0.0900000000000003,0,0,1,0,1,2,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,42,40,45,40.0,1,0.0,0.0,2.982819704433498,3.3979289946442233,0.0,0.0,2.982819704433498,3.3979289946442233
2003-05-19,3.4625561179487176,3.5843545743589744,3.2736448376005853,3.3233580000000003,3.3233580000000003,12121398.0,3.29,3.25,3.09,0.040000000000000036,0.16000000000000014,1,0,0,0,2,3,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0,0,45,40.0,1,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0.0,0.0,2.982819704433498,3.3979289946442233
2003-05-26,3.318385785562633,3.7856945241610735,3.318385785562633,3.703667,3.703667,14489628.0,3.5,3.29,3.25,0.20999999999999996,0.040000000000000036,1,0,0,0,3,4,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0,0,45,40.0,1,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0.0,0.0,2.982819704433498,3.3979289946442233
2003-06-02,3.7707804914921472,3.9099787166230375,3.6464968775919733,3.678811,3.678811,9769524.0,3.59,3.5,3.29,0.08999999999999986,0.20999999999999996,1,0,0,0,4,5,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0,0,45,40.0,1,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0.0,0.0,2.982819704433498,3.3979289946442233
2003-06-09,3.7285245098039215,4.034263211240311,3.7036676797385617,3.723553,3.723553,9518910.0,3.66,3.59,3.5,0.07000000000000028,0.08999999999999986,1,0,0,0,5,6,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0,0,45,40.0,1,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0.0,0.0,2.982819704433498,3.3979289946442233
2003-06-16,3.7160958062375573,4.014377479495268,3.666382149966821,3.952236,3.952236,7658484.0,3.8,3.66,3.59,0.13999999999999968,0.07000000000000028,1,0,0,0,6,7,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0,0,45,40.0,1,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0.0,0.0,2.982819704433498,3.3979289946442233
2003-06-23,3.9696351917981074,4.046691353943218,3.827952333333334,3.957207,3.957207,7544016.0,3.88,3.8,3.66,0.08000000000000007,0.13999999999999968,1,0,0,0,7,8,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0,0,45,40.0,1,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0.0,0.0,2.982819704433498,3.3979289946442233
2003-06-30,3.996977924623115,4.90425188191882,3.9348358548994975,4.481686,4.481686,30476052.0,4.18,3.88,3.8,0.2999999999999998,0.08000000000000007,1,0,0,0,8,9,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0,0,45,,1,2.5677102780049057,3.310930165366615,3.5843535434482754,4.349945658682635,0.0,0.0,3.5843535434482754,4.349945658682635
2003-07-07,4.504055773961219,4.615914003454231,4.225661169590643,4.419544,4.419544,7262766.0,4.3,4.18,3.88,0.1200000000000001,0.2999999999999998,1,0,0,0,9,10,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0,0,45,,1,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0.0,0.0,3.5843535434482754,4.349945658682635
2003-07-14,4.931194087669683,5.152446543358947,4.582719022780374,4.734831,4.734831,7184580.0,4.52,4.3,4.18,0.21999999999999975,0.1200000000000001,1,0,0,0,10,11,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0,0,45,,1,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0.0,0.0,3.5843535434482754,4.349945658682635
2003-07-21,4.820565579444772,5.061178581879574,4.610375279666071,5.000335,5.000335,7819158.0,4.76,4.52,4.3,0.2400000000000002,0.21999999999999975,1,0,0,0,11,12,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0,0,45,,1,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0.0,0.0,3.5843535434482754,4.349945658682635
2003-07-28,5.055649727709557,5.531345626975765,4.978210891617726,5.240948,5.240948,14415126.0,5.0,4.76,4.52,0.2400000000000002,0.2400000000000002,1,0,0,0,12,13,2.5677102780049057,3.310930165366615,5.476031980779499,6.084480189673341,0,0,45,,1,2.5677102780049057,3.310930165366615,4.328319440389447,5.394677070110703,0.0,0.0,4.328319440389447,5.394677070110703
2003-08-04,5.263073148480319,5.993210631878559,5.218822402092676,5.830036,5.830036,19640262.0,5.41,5.0,4.76,0.41000000000000014,0.2400000000000002,1,0,0,0,13,14,2.5677102780049057,3.310930165366615,5.476031980779499,6.084480189673341,0,0,45,,1,2.5677102780049057,3.310930165366615,5.476031980779499,6.084480189673341,0.0,0.0,4.328319440389447,5.394677070110703
2003-08-11,5.830036551523947,6.291903611611161,5.606016921645444,6.145323,6.145323,24923442.0,5.78,5.41,5.0,0.3700000000000001,0.41000000000000014,1,0,0,0,14,15,2.5677102780049057,3.310930165366615,6.166618613809988,6.921093972772278,0,0,45,,1,2.5677102780049057,3.310930165366615,5.476031980779499,6.084480189673341,0.0,0.0,5.476031980779499,6.084480189673341
2003-08-18,6.314030103311258,6.347217052826691,5.899179462177122,5.993212000000001,5.993212000000001,9586632.0,5.89,5.78,5.41,0.10999999999999943,0.3700000000000001,1,0,0,0,15,16,2.5677102780049057,3.310930165366615,6.166618613809988,6.921093972772278,0,0,45,,1,2.5677102780049057,3.310930165366615,6.166618613809988,6.921093972772278,0.0,0.0,5.476031980779499,6.084480189673341
2003-08-25,6.0015075888943,6.314028019004523,5.531343399902581,5.973853,5.973853,9006558.0,5.93,5.89,5.78,0.040000000000000036,0.10999999999999943,1,0,0,0,16,17,2.5677102780049057,3.310930165366615,6.166618613809988,6.921093972772278,0,0,45,,1,2.5677102780049057,3.310930165366615,6.166618613809988,6.921093972772278,0.0,0.0,5.476031980779499,6.084480189673341
2003-09-01,6.314028907040957,6.314028907040957,5.716645962373372,5.794084,5.794084,5173656.0,5.86,5.93,5.89,-0.0699999999999994,0.040000000000000036,0,0,0,1,17,1,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,0,59,45,61.0,-1,2.5677102780049057,3.310930165366615,6.166618613809988,6.921093972772278,0.0,0.0,6.166618613809988,6.921093972772278
2003-09-08,5.827270271797369,5.924069300719425,5.531343298455406,5.5507029999999995,5.5507029999999995,5990262.0,5.71,5.86,5.93,-0.15000000000000036,-0.0699999999999994,0,1,0,0,18,2,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,0,0,45,61.0,-1,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,0.0,0.0,6.166618613809988,6.921093972772278
2003-09-15,5.254777014084507,5.716644256901409,4.8399261971830985,5.420718,5.420718,15173868.0,5.56,5.71,5.86,-0.15000000000000036,-0.15000000000000036,0,1,0,0,19,3,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,0,0,45,61.0,-1,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,0.0,0.0,6.166618613809988,6.921093972772278
2003-09-22,5.495389644675325,5.622611929038752,5.282434227478611,5.559,5.559,4910352.0,5.56,5.56,5.71,0.0,-0.15000000000000036,0,1,0,0,20,4,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,0,0,45,61.0,-1,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,0.0,0.0,6.166618613809988,6.921093972772278
2003-09-29,5.619846256668344,5.711113831615119,5.456671586814293,5.650269000000001,5.650269000000001,3841656.0,5.61,5.56,5.56,0.05000000000000071,0.0,0,0,1,0,1,5,4.8399261971830985,5.716644256901409,5.531343399902581,6.347217052826691,63,0,65,61.0,1,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691,2.5677102780049057,3.310930165366615,6.166618613809988,6.921093972772278
2003-10-06,5.71111216781496,5.716643511318898,5.351576120689656,5.453906,5.453906,5343018.0,5.53,5.61,5.56,-0.08000000000000007,0.05000000000000071,0,0,0,1,2,1,4.8399261971830985,5.716644256901409,5.282434227478611,5.716643511318898,0,64,65,66.0,-1,4.8399261971830985,5.716644256901409,5.531343399902581,6.347217052826691,2.5677102780049057,3.310930165366615,5.531343399902581,6.347217052826691
2003-10-13,5.509218999999999,5.890880720896249,5.406888173404773,5.683455,5.683455,8359188.0,5.61,5.53,5.61,0.08000000000000007,-0.08000000000000007,0,0,1,0,1,2,4.8399261971830985,5.716644256901409,5.531343399902581,6.347217052826691,63,65,67,65.0,1,4.8399261971830985,5.716644256901409,5.282434227478611,5.716643511318898,2.5677102780049057,3.310930165366615,5.282434227478611,5.716643511318898
2003-10-20,5.738768777398928,5.965555669603525,5.503686581963128,5.711113,5.711113,9185424.0,5.66,5.61,5.53,0.04999999999999982,0.08000000000000007,1,0,0,0,2,3,4.8399261971830985,5.716644256901409,5.531343399902581,6.347217052826691,0,0,67,65.0,1,4.8399261971830985,5.716644256901409,5.531343399902581,6.347217052826691,2.5677102780049057,3.310930165366615,5.282434227478611,5.716643511318898
